"","full_name","State","Party","chamber","service_period","congress","committee_type","committee_name","committee_period","start_date","end_date","parliament_path","chamber_path","member_number","committee_number","committee_path","member_path","observation_number"
"1002","Anderson, John Z.","CA","Republican","House",0,81,"Standing","106","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",62,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-62",1002
"1003","Fernandez, Antonio M.","NM","Democratic","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",63,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-63",1003
"1004","Blackney, William W.","MI","Republican","House",2,81,"Standing","106","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",63,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-63",1004
"1005","Stigler, William G.","OK","Democratic","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",64,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-64",1005
"1006","Johnson, J. Leroy","CA","Republican","House",0,81,"Standing","106","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",64,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-64",1006
"1007","Hedrick, Erland H.","WV","Democratic","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",65,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-65",1007
"1008","Towe, Harry L.","NJ","Republican","House",0,81,"Standing","106","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",65,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-65",1008
"1009","Preston, Prince H. Jr.","GA","Democratic","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",66,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-66",1009
"1010","Gavin, Leon H.","PA","Republican","House",0,81,"Standing","106","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",66,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-66",1010
"1011","Passman, Otto E.","LA","Democratic","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",67,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-67",1011
"1012","Norblad, A. Walter Jr.","OR","Republican","House",0,81,"Standing","106","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",67,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-67",1012
"1013","Rabaut, Louis C.","MI","Democratic","House",2,81,"Standing","104","2nd",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",68,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-68",1013
"1014","Van Zandt, James E.","PA","Republican","House",2,81,"Standing","106","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",68,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-68",1014
"1015","Flood, Daniel J.","PA","Democratic","House",2,81,"Standing","104","2nd",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",69,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-69",1015
"1016","Patterson, James T.","PA","Republican","House",0,81,"Standing","106","Only",1950-01-09,1951-01-03,"/parliament-81","/parliament-81/chamber-1",69,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-69",1016
"1017","McGrath, Christopher C.","NY","Democratic","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",70,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-70",1017
"1018","Meyer, Herbert A.","KS","Republican","House",0,81,"Standing","106","Only",1950-03-01,1950-10-02,"/parliament-81","/parliament-81/chamber-1",70,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-70",1018
"1019","Yates, Sidney R.","IL","Democratic","House",1,81,"Standing","104","1st",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",71,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-71",1019
"1020","Furcolo, Foster","IL","Democratic","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",72,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-72",1020
"1021","Kruse, Edward H. Jr.","IN","Democratic","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",73,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-73",1021
"1022","Taber, John","NY","Republican","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",74,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-74",1022
"1023","Wigglesworth, Richard B.","NY","Republican","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",75,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-75",1023
"1024","Plumley, Charles A.","NY","Republican","House",0,81,"Standing","104","Only",1949-01-18,1950-08-29,"/parliament-81","/parliament-81/chamber-1",76,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-76",1024
"1025","Engel, Albert J.","MI","Republican","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",77,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-77",1025
"1026","Stefan, Karl","NE","Republican","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",78,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-78",1026
"1027","Case, Francis H.","SD","Republican","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",79,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-79",1027
"1028","Keefe, Frank B.","WI","Republican","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",80,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-80",1028
"1029","Jensen, Ben F.","IA","Republican","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",81,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-81",1029
"1030","Andersen, H. Carl","MN","Republican","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",82,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-82",1030
"1031","Horan, Walter F.","WA","Republican","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",83,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-83",1031
"1032","Canfield, Gordon","NJ","Republican","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",84,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-84",1032
"1033","Fenton, Ivor D.","PA","Republican","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",85,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-85",1033
"1034","Church, Ralph E.","IL","Republican","House",2,81,"Standing","104","Only",1949-01-18,1950-03-21,"/parliament-81","/parliament-81/chamber-1",86,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-86",1034
"1035","Stockman, Lowell","OR","Republican","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",87,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-87",1035
"1036","Phillips, John","CA","Republican","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",88,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-88",1036
"1037","Scrivner, Errett P.","KS","Republican","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",89,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-89",1037
"1038","Coudert, Frederic R. Jr.","NY","Republican","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",90,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-90",1038
"1039","Clevenger, Cliff","OH","Republican","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",91,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-91",1039
"1040","Wilson, Earl","IN","Republican","House",1,81,"Standing","104","2nd",1950-03-30,1951-01-03,"/parliament-81","/parliament-81/chamber-1",92,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-92",1040
"1041","Cotton, Norris","IN","Republican","House",0,81,"Standing","104","Only",1950-08-29,1951-01-03,"/parliament-81","/parliament-81/chamber-1",93,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-93",1041
"1042","Murdock, John R.","AZ","Democratic","House",0,82,"Standing","146","Only",1951-01-12,1953-01-03,"/parliament-82","/parliament-82/chamber-1",1,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-1",1042
"1043","Dowdy, John V.","TX","Democratic","House",0,82,"Standing","770","Inapplicable",1952-09-23,1953-01-02,"/parliament-82","/parliament-82/chamber-1",1,35,"/parliament-82/chamber-1/committee-35","/parliament-82/chamber-1/committee-35.member-1",1043
"1044","Engle, Clair","CA","Democratic","House",0,82,"Standing","146","Only",1951-01-12,1953-01-03,"/parliament-82","/parliament-82/chamber-1",2,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-2",1044
"1045","Withers, Garrett L.","KY","Democratic","House",0,82,"Standing","770","Inapplicable",1952-08-02,1953-01-02,"/parliament-82","/parliament-82/chamber-1",2,35,"/parliament-82/chamber-1/committee-35","/parliament-82/chamber-1/committee-35.member-2",1045
"1046","Redden, Monroe M.","NC","Democratic","House",0,82,"Standing","146","Only",1951-01-12,1953-01-03,"/parliament-82","/parliament-82/chamber-1",3,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-3",1046
"1047","Morris, Toby","OK","Democratic","House",1,82,"Standing","146","Only",1951-01-12,1953-01-03,"/parliament-82","/parliament-82/chamber-1",4,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-4",1047
"1048","Regan, Kenneth M.","TX","Democratic","House",0,82,"Standing","146","Only",1951-01-12,1953-01-03,"/parliament-82","/parliament-82/chamber-1",5,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-5",1048
"1049","Bentsen, Lloyd M. Jr.","TX","Democratic","House",0,82,"Standing","146","Only",1951-01-12,1953-01-03,"/parliament-82","/parliament-82/chamber-1",6,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-6",1049
"1050","Baring, Walter S.","NV","Democratic","House",1,82,"Standing","146","1st",1951-01-12,1953-01-03,"/parliament-82","/parliament-82/chamber-1",7,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-7",1050
"1051","Bosone, Reva Z. B.","UT","Democratic","House",0,82,"Standing","146","Only",1951-01-12,1953-01-03,"/parliament-82","/parliament-82/chamber-1",8,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-8",1051
"1052","O'Neill, Harry P.","PA","Democratic","House",0,82,"Standing","146","Only",1951-01-12,1953-01-03,"/parliament-82","/parliament-82/chamber-1",9,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-9",1052
"1053","Aspinall, Wayne N.","CO","Democratic","House",0,82,"Standing","146","Only",1951-01-12,1953-01-03,"/parliament-82","/parliament-82/chamber-1",10,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-10",1053
"1054","Dawson, William L.","IL","Democratic","House",0,82,"Standing","146","Only",1951-01-12,1953-01-03,"/parliament-82","/parliament-82/chamber-1",11,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-11",1054
"1055","Fine, Sidney A.","NY","Democratic","House",0,82,"Standing","146","Only",1951-01-12,1952-02-26,"/parliament-82","/parliament-82/chamber-1",12,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-12",1055
"1056","Yorty, Samuel W.","CA","Democratic","House",0,82,"Standing","146","Only",1951-01-12,1953-01-03,"/parliament-82","/parliament-82/chamber-1",13,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-13",1056
"1057","McMullen, Chester B.","FL","Democratic","House",0,82,"Standing","146","Only",1951-01-12,1953-01-03,"/parliament-82","/parliament-82/chamber-1",14,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-14",1057
"1058","Donovan, James G.","NY","Democratic","House",0,82,"Standing","146","Only",1951-01-12,1953-01-03,"/parliament-82","/parliament-82/chamber-1",15,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-15",1058
"1059","Crawford, Fred L.","MI","Republican","House",0,82,"Standing","146","Only",1951-01-15,1953-01-03,"/parliament-82","/parliament-82/chamber-1",16,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-16",1059
"1060","Taylor, Dean P.","NY","Republican","House",0,82,"Standing","146","Only",1951-01-15,1953-01-03,"/parliament-82","/parliament-82/chamber-1",17,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-17",1060
"1061","Miller, Arthur L.","NE","Republican","House",0,82,"Standing","146","Only",1951-01-15,1953-01-03,"/parliament-82","/parliament-82/chamber-1",18,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-18",1061
"1062","D'Ewart, Wesley A.","MT","Republican","House",0,82,"Standing","146","Only",1951-01-15,1953-01-03,"/parliament-82","/parliament-82/chamber-1",19,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-19",1062
"1063","Poulson, Norris","CA","Republican","House",2,82,"Standing","146","Only",1951-01-15,1953-01-03,"/parliament-82","/parliament-82/chamber-1",20,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-20",1063
"1064","Saylor, John P.","PA","Republican","House",0,82,"Standing","146","Only",1951-01-15,1953-01-03,"/parliament-82","/parliament-82/chamber-1",21,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-21",1064
"1065","Jenison, Edward H.","IL","Republican","House",0,82,"Standing","146","2nd",1951-01-15,1953-01-03,"/parliament-82","/parliament-82/chamber-1",22,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-22",1065
"1066","Wood, John S.","GA","Democratic","House",2,82,"Standing","188","Only",1951-01-12,1953-01-03,"/parliament-82","/parliament-82/chamber-1",22,32,"/parliament-82/chamber-1/committee-32","/parliament-82/chamber-1/committee-32.member-22",1066
"1067","Aandahl, Fred G.","ND","Republican","House",0,82,"Standing","146","Only",1951-01-15,1951-10-17,"/parliament-82","/parliament-82/chamber-1",23,16,"/parliament-82/chamber-1/committee-16","/parliament-82/chamber-1/committee-16.member-23",1067
"1068","Walter, Francis E.","PA","Democratic","House",0,82,"Standing","188","Only",1951-01-12,1953-01-03,"/parliament-82","/parliament-82/chamber-1",23,32,"/parliament-82/chamber-1/committee-32","/parliament-82/chamber-1/committee-32.member-23",1068
